Series Name,Series Code,Country Name,Country Code,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,Population2016,Population2017,Population2018,Population2019,Population2020
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lao PDR,LVA,12831.44,13366.49,14013.16,14396.97,13964.83,1959537.00,1942248.00,1927174.00,1913822.00,1901548.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Latvia,LBN,9661520.49,9593552.61,9353827.74,8731830.00,6990129.56,6714281.00,6819373.00,6859408.00,6855709.00,6825442.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lebanon,LSO,10845.21,10421.64,10212.16,10092.12,8904.67,2075041.00,2091532.00,2108327.00,2125267.00,2142252.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lesotho,LBR,301.84,301.70,297.99,284.22,269.49,4586788.00,4702224.00,4818976.00,4937374.00,5057677.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Liberia,LBY,3609.52,4511.04,5117.60,5170.81,3503.84,6492160.00,6580723.00,6678565.00,6777453.00,6871287.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Libya,LIE,0.00,0.00,0.00,0.00,0.00,37655.00,37805.00,37918.00,38020.00,38137.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Liechtenstein,LTU,13348.43,14116.10,14812.50,15496.16,15357.95,2868231.00,2828403.00,2801543.00,2794137.00,2794700.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lithuania,LUX,93550.35,92948.12,94008.71,94298.84,91253.98,582014.00,596336.00,607950.00,620001.00,632275.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Luxembourg,MAC,622131.31,673515.61,706785.43,678734.82,292488.40,612824.00,622578.00,631633.00,640446.00,649342.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Macao SAR, China",MKD,209205.74,211341.90,217329.50,224173.95,214022.41,2080746.00,2081996.00,2082957.00,2083458.00,2083380.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Madagascar,MDG,784886.44,794188.04,798012.10,811284.49,756954.04,24894370.00,25570511.00,26262313.00,26969306.00,27691019.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Malawi,MWI,358640.44,363172.12,369339.55,380292.77,373291.71,17205253.00,17670193.00,18143215.00,18628749.00,19129955.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Malaysia,MYS,40062.78,41819.11,43225.49,44490.25,41464.10,30684652.00,31104655.00,31528033.00,31949789.00,32365998.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Maldives,MDV,130839.84,134370.00,139853.48,145326.27,97095.14,475505.00,496398.00,515704.00,530957.00,540542.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mali,MLI,261142.22,266871.75,271255.28,275794.38,263305.52,17965448.00,18512429.00,19077755.00,19658023.00,20250834.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Malta,MLT,22851.72,24039.68,24417.06,24776.22,22110.65,455356.00,467999.00,484630.00,504062.00,525285.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Marshall Islands,MHL,3217.22,3307.14,3396.76,3595.21,0.00,57723.00,58053.00,58412.00,58791.00,59194.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mauritania,MRT,51147.44,51464.61,51112.32,52679.83,50512.13,4163532.00,4282582.00,4403312.00,4525698.00,4649660.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mauritius,MUS,263237.68,273031.62,283142.24,291584.28,248226.33,1263473.00,1264613.00,1265303.00,1265711.00,1265740.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mexico,MEX,143896.48,145236.81,146762.25,145090.09,131733.97,123333379.00,124777326.00,126190782.00,127575529.00,128932753.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Micronesia, Fed. Sts.",FSM,2213.91,2247.88,2229.06,2232.60,0.00,110215.00,111461.00,112640.00,113811.00,115021.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Moldova,MDA,38586.81,41086.14,43596.27,45919.61,43460.82,2802170.00,2755158.00,2708214.00,2663251.00,2617820.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Monaco,MCO,146612.09,140439.42,147889.13,157818.04,0.00,38070.00,38392.00,38682.00,38967.00,39244.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mongolia,MNG,5246743.00,5424829.29,5714394.12,5906815.91,5501039.73,3056358.00,3113788.00,3170214.00,3225166.00,3278292.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Montenegro,MNE,4353.17,4557.98,4790.55,4986.78,4232.94,622303.00,622373.00,622227.00,622028.00,621718.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Morocco,MAR,25583.30,26324.26,26809.85,27135.83,24899.66,35126274.00,35581257.00,36029089.00,36471766.00,36910558.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mozambique,MOZ,22115.08,22286.55,22392.04,22249.16,21338.95,27829930.00,28649007.00,29496009.00,30366043.00,31255435.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Myanmar,MMR,1479553.30,1564370.29,1659842.36,1677438.57,1499717.12,53045199.00,53382521.00,53708318.00,54045422.00,54409794.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Namibia,NAM,61944.56,60170.70,59702.40,58240.96,52612.80,2358044.00,2402623.00,2448300.00,2494524.00,2540916.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nauru,NRU,8306.28,7752.67,8147.59,8082.50,0.00,10474.00,10577.00,10678.00,10764.00,10834.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nepal,NPL,68605.59,73765.43,78079.76,81784.26,78624.95,27263430.00,27632682.00,28095712.00,28608715.00,29136808.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Netherlands,NLD,41404.46,42358.54,43106.14,43543.04,41682.61,17030314.00,17131296.00,17231624.00,17344874.00,17441139.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,New Caledonia,NCL,0.00,0.00,0.00,0.00,0.00,269350.00,270000.00,270650.00,271300.00,271960.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,New Zealand,NZL,56185.57,57012.36,57795.45,57811.38,57172.90,4714100.00,4813600.00,4900600.00,4979300.00,5084300.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nicaragua,NIC,28219.52,29152.48,27820.42,26470.69,25637.65,6303970.00,6384843.00,6465502.00,6545503.00,6624554.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Niger,NER,291173.91,294215.44,303642.13,309593.20,302606.81,20788789.00,21602388.00,22442831.00,23310719.00,24206636.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nigeria,NGA,369178.00,362574.08,360109.57,358742.05,343459.23,185960244.00,190873247.00,195874685.00,200963603.00,206139587.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,North Macedonia,MNP,18972.36,23217.16,18615.20,16447.31,0.00,56187.00,56553.00,56889.00,57213.00,57557.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Northern Mariana Islands,NOR,600724.92,609736.69,612502.16,613564.10,605311.48,5234519.00,5276968.00,5311916.00,5347896.00,5379475.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Norway,OMN,6413.10,6177.80,6023.47,5799.03,0.00,4479217.00,4665926.00,4829476.00,4974992.00,5106622.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Oman,PAK,57730.91,59684.49,61881.49,61241.87,60357.76,203631356.00,207906210.00,212228288.00,216565317.00,220892331.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Pakistan,PLW,15815.77,15433.42,15968.39,15213.72,0.00,17718.00,17809.00,17911.00,18001.00,18092.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Palau,PAN,9456.90,9816.20,9998.71,10133.85,8183.22,4037073.00,4106764.00,4176868.00,4246440.00,4314768.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Panama,PNG,7364.71,7474.77,7308.15,7586.71,7153.14,8271766.00,8438038.00,8606324.00,8776119.00,8947027.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Papua New Guinea,PRY,28536860.36,29521081.90,30077150.39,29579653.03,28923004.54,6777878.00,6867058.00,6956069.00,7044639.00,7132530.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Paraguay,PER,16218.73,16353.20,16712.64,16807.14,14724.38,30926036.00,31444299.00,31989265.00,32510462.00,32971846.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Peru,PHL,154949.69,163311.79,171260.68,179276.32,159947.62,103663812.00,105172921.00,106651394.00,108116622.00,109581085.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Philippines,POL,45459.84,47649.90,50201.03,52493.44,51094.97,37970087.00,37974826.00,37974750.00,37965475.00,37950802.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Poland,PRT,17756.36,18423.84,18979.16,19446.92,17942.37,10325452.00,10300300.00,10283822.00,10286263.00,10305564.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Portugal,PRI,2992.42,2977.19,2971.61,3015.41,2897.40,3406672.00,3325286.00,3193354.00,3193694.00,3194034.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Puerto Rico,QAT,252119.71,241932.12,239904.93,237462.21,224862.82,2654379.00,2724727.00,2781682.00,2832071.00,2881060.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Qatar,ROU,20174.09,21776.23,22884.66,23955.08,23132.69,19702267.00,19588715.00,19473970.00,19371648.00,19286123.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Romania,RUS,583714.80,593692.76,610408.33,623097.57,605828.01,144342397.00,144496739.00,144477859.00,144406261.00,144104080.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Russia,RWA,634167.23,642205.13,679107.14,724224.19,682345.77,11668829.00,11980960.00,12301969.00,12626938.00,12952209.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Rwanda,WSM,10264.82,10328.65,10075.83,10385.51,10033.63,194540.00,195358.00,196128.00,197093.00,198410.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Samoa,SMR,35341.31,35255.79,35680.66,36441.68,0.00,33503.00,33671.00,33784.00,33864.00,33938.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,San Marino,STP,19335.86,19705.33,19906.39,19966.52,20197.14,203221.00,207086.00,211032.00,215048.00,219161.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sao Tome and Principe,SAU,79762.11,77597.51,78067.53,77033.11,72712.56,32443443.00,33101183.00,33702757.00,34268529.00,34813867.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Saudi Arabia,SEN,737538.05,770293.51,795677.34,808173.43,793417.20,14993514.00,15419354.00,15854324.00,16296362.00,16743930.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Senegal,SRB,631748.04,648464.01,681325.53,714093.37,710885.59,7058322.00,7020858.00,6982604.00,6945235.00,6908224.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Serbia,SYC,89104.68,92264.43,92601.43,93207.68,82507.97,94677.00,95843.00,96762.00,97625.00,98462.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Seychelles,SLE,1227633.54,1252068.43,1267836.22,1310900.18,1256219.52,7328846.00,7488427.00,7650149.00,7813207.00,7976985.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sierra Leone,SGP,78030.79,81485.85,83940.59,84101.88,79816.50,5607283.00,5612253.00,5638676.00,5703569.00,5685807.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Singapore,SXM,44135.95,40956.12,38177.74,0.00,0.00,39969.00,40574.00,40654.00,40733.00,40812.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sint Maarten (Dutch part),SVK,15001.26,15425.77,15966.69,16345.58,15555.11,5430798.00,5439232.00,5446771.00,5454147.00,5458827.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Slovak Republic,SVN,19414.99,20332.40,21147.06,21669.04,20355.83,2065042.00,2066388.00,2073894.00,2088385.00,2100126.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Slovenia,SLB,16163.04,16582.55,16792.37,16564.13,15455.44,619438.00,636030.00,652856.00,669821.00,686878.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Solomon Islands,SOM,5765766.38,5684281.41,5679766.58,5679746.84,5436303.52,14185635.00,14589165.00,15008225.00,15442906.00,15893219.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Somalia,ZAF,54733.94,54727.18,54410.83,53781.25,49405.17,56207649.00,57009751.00,57792520.00,58558267.00,59308690.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,South Africa,SSD,0.00,0.00,0.00,0.00,0.00,10832520.00,10910774.00,10975924.00,11062114.00,11193729.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,S. Sudan,ESP,23884.64,24537.25,25023.68,25329.93,22480.44,46484062.00,46593236.00,46797754.00,47133521.00,47351567.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Spain,LKA,426158.09,436445.96,446025.78,453302.30,434810.24,21203000.00,21444000.00,21670000.00,21803000.00,21919000.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sri Lanka,KNA,39749.95,38659.01,39484.53,39993.56,35456.65,51629.00,52036.00,52438.00,52834.00,53192.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,St. Kitts and Nevis,LCA,29168.94,30031.96,30666.18,31041.90,24655.36,180028.00,180955.00,181890.00,182795.00,183629.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,St. Lucia,MAF,0.00,0.00,0.00,0.00,0.00,36061.00,36569.00,37264.00,38002.00,38659.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,St. Martin (French part),VCT,16081.28,16189.06,16481.63,16505.84,16004.31,109467.00,109826.00,110210.00,110593.00,110947.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,St. Vincent and the Grenadines,SDN,855.41,874.20,877.58,845.48,812.61,39847433.00,40813398.00,41801532.00,42813237.00,43849269.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sudan,SUR,29482.21,29649.38,30820.14,30870.56,26157.17,564883.00,570501.00,575987.00,581363.00,586634.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Suriname,SWZ,35862.58,36237.58,36722.66,37158.87,36171.53,1113994.00,1124808.00,1136274.00,1148133.00,1160164.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Sweden,SWE,438239.42,443477.03,446903.23,448455.95,432680.94,9923085.00,10057698.00,10175214.00,10278887.00,10353442.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Switzerland,CHE,82351.35,82879.46,84750.35,85058.38,82027.60,8373338.00,8451840.00,8514329.00,8575280.00,8636896.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Syria,SYR,0.00,0.00,0.00,0.00,0.00,17465567.00,17095669.00,16945062.00,17070132.00,17500657.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tajikistan,TJK,675.38,705.68,740.91,776.94,793.46,8663575.00,8880270.00,9100847.00,9321023.00,9537642.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tanzania,TZA,1957867.65,2029206.84,2076996.35,2133302.87,2113188.41,53049231.00,54660345.00,56313444.00,58005461.00,59734213.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Thailand,THA,142791.28,148244.01,153968.43,157012.22,147086.12,68971313.00,69209817.00,69428454.00,69625581.00,69799978.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Timor-Leste,TLS,1351.66,1271.20,1233.29,1435.73,1285.61,1219289.00,1243260.00,1267975.00,1293120.00,1318442.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Togo,TGO,475952.31,484483.42,496303.57,510885.87,507509.66,7509952.00,7698476.00,7889095.00,8082359.00,8278737.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tonga,TON,9738.13,9976.94,9890.81,9839.65,0.00,101143.00,102002.00,103199.00,104497.00,105697.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Trinidad and Tobago,TTO,116687.95,112670.69,112276.15,110469.12,101488.33,1377563.00,1384060.00,1389841.00,1394969.00,1399491.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tunisia,TUN,6170.12,6217.24,6310.12,6305.34,5702.65,11303942.00,11433438.00,11565203.00,11694721.00,11818618.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Turkey,TUR,19875.73,21027.38,21327.84,21242.24,21382.31,79827868.00,81116451.00,82340090.00,83429607.00,84339067.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Turkmenistan,TKM,9050.89,9479.65,9906.97,10369.49,0.00,5662371.00,5757667.00,5850902.00,5942094.00,6031187.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Turks and Caicos Islands,TCA,26091.80,25059.56,26078.50,27088.07,19560.11,36558.00,37116.00,37667.00,38194.00,38718.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Tuvalu,TUV,3421.19,3519.58,3563.67,3861.00,3984.06,11232.00,11365.00,11505.00,11655.00,11792.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Uganda,UGA,2636527.25,2636070.81,2696190.13,2779411.69,2766871.58,39649173.00,41166588.00,42729032.00,44269587.00,45741000.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ukraine,UKR,55899.36,57530.04,59792.64,62074.22,59981.71,45004673.00,44831135.00,44622518.00,44386203.00,44134693.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,United Arab Emirates,ARE,150738.25,152262.84,151774.70,152116.77,0.00,9360975.00,9487206.00,9630966.00,9770526.00,9890400.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,United Kingdom,GBR,29761.58,30074.51,30267.26,30509.57,27367.44,65611593.00,66058859.00,66460344.00,66836327.00,67215293.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,United States of America,USA,57418.93,58387.78,59821.59,60836.77,58510.24,323071755.00,325122128.00,326838199.00,328329953.00,329484123.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Uruguay,URY,504186.97,510529.28,511088.61,511036.48,479434.88,3424139.00,3436645.00,3449290.00,3461731.00,3473727.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Uzbekistan,UZB,3536807.42,3632924.76,3764824.27,3909077.68,3897845.15,31847900.00,32388600.00,32956100.00,33580350.00,34232050.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Vanuatu,VUT,224542.44,232725.86,233603.83,235432.60,208633.15,278326.00,285499.00,292675.00,299882.00,307150.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Venezuela,VEN,0.00,0.00,0.00,0.00,0.00,29851249.00,29402480.00,28887117.00,28515829.00,28435943.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Vietnam,VNM,32619135.10,34487588.00,36562498.68,38756627.63,39523710.76,93640435.00,94600643.00,95545959.00,96462108.00,97338583.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Virgin Islands (U.S.),VIR,29139.85,29026.58,29541.78,0.00,0.00,107516.00,107281.00,107001.00,106669.00,106290.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,West Bank and Gaza,PSE,3483.10,3462.98,3417.79,3378.43,2917.89,4367088.00,4454805.00,4569087.00,4685306.00,4803269.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Yemen,YEM,8758.49,8115.16,7985.76,0.00,0.00,27168210.00,27834811.00,28498683.00,29161922.00,29825968.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Zambia,ZMB,7927.73,7966.90,8050.39,7933.58,7475.43,16363449.00,16853608.00,17351714.00,17861034.00,18383956.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Zimbabwe,ZWE,1306.16,1347.72,1375.32,1246.08,1129.63,14030338.00,14236599.00,14438812.00,14645473.00,14862927.00
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,
Last Updated: 09/15/2021,,,,,,,,,,,,,